"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Description","GeneSymbol","Synonym"
"Os08g0417000",185.29247350012,4.99333005947616,0.369405496180983,13.5172056482608,1.23789177859909e-41,4.11142688985919e-40,"","P0477F03.104",""
"Os08g0419000",7.26550765059054,2.56571484351914,0.800792373252062,3.20397012911054,0.00135546539055381,0.00339064775181744,"","P0477F03.126",""
"Os08g0421000",15.0098260907327,1.63721131995285,0.605132049682732,2.70554389048016,0.00681926361829295,0.0146654712846493,"","Os08g0421000",""
"Os08g0421300",17.1556976069763,1.48129790845189,0.561664659643255,2.63733507711301,0.00835602465858659,0.0176186897256234,"","Os08g0421300",""
"Os08g0421700",10.2383916561834,2.57348484306995,0.686930008453547,3.74635670504993,0.000179421415799575,0.000523433936096322,"","Os08g0421700",""
"Os08g0425200",4329.93112948702,2.80982298973853,0.116359403004369,24.147794825254,7.87574264398687e-129,2.5675957301324e-126,"","RcbX",""
"Os08g0425800",10872.1050834435,3.09189194793696,0.153070003017366,20.1992022407302,9.94915202351165e-91,1.30428645336798e-88,"","Os08g0425800",""
"Os08g0426100",3.69170481935315,5.03630680635707,1.48111217274665,3.40035474626981,0.000672984808085926,0.00178604804947997,"","Os_F0695",""
"Os08g0433400",66.3428904714896,1.25581525511626,0.342934774666517,3.6619653295221,0.000250287738664289,0.000713294145489429,"","P0431A03.19-1",""
"Os08g0434000",55.5208242843837,2.76475438988,0.395528332650018,6.99002868228503,2.74830051953032e-12,1.92575344944578e-11,"","Os08g0434000",""
"Os08g0434100",65.3276108115298,1.80305518231255,0.334295164120551,5.39360234855908,6.90589596497198e-08,3.16046147624881e-07,"","OsRNS3",""
"Os08g0436500",37.4606103196427,1.72782963351408,0.425040198199774,4.06509699748912,4.80124898239005e-05,0.000152650514611418,"","Os08g0436500",""
"Os08g0438400",218.962069311086,1.00093637377419,0.223941861496117,4.46962603189553,7.83564773169225e-06,2.78548736723804e-05,"","Os08g0438400",""
"Os08g0439900",39.6012535629391,1.92748561504132,0.434284221946771,4.43830449653677,9.06702884872218e-06,3.19518950056592e-05,"","Os08g0439900",""
"Os08g0441500",144.041979800256,1.99685595920669,0.23899204835265,8.35532384014795,6.52534466655576e-17,6.52982491127835e-16,"","OsCCR",""
"Os08g0442900",5246.37380230483,8.98200773989359,0.220707626286122,40.6964085973606,0,0,"","Os08g0442900",""
"Os08g0444440",368.654272576292,1.49525451344639,0.194078829166174,7.70436693105831,1.31493518112502e-14,1.10516109168028e-13,"","Os08g0444440",""
"Os08g0447200",849.928137531533,1.08102400916599,0.184051005372227,5.8735023314853,4.26683027295057e-09,2.21633655498734e-08,"","Os08g0447200",""
"Os08g0448000",23.9093426784601,4.4210753380575,0.64022022304394,6.90555402489069,5.00078722267278e-12,3.42845891024248e-11,"","4CL5",""
"Os08g0450900",8.06379848424653,4.66278976871486,1.1505474512437,4.0526705471161,5.06362856136597e-05,0.000160539379225803,"","OJ1005_H01.28",""
"Os08g0458200",101.21165544667,1.46734297074769,0.438653373191953,3.34510814329378,0.000822504932831686,0.00214472792262373,"","Os08g0458200",""
"Os08g0459100",72.7957038756763,1.11160453022843,0.229715001431436,4.8390593705314,1.30455075282363e-06,5.1306117464621e-06,"","Os08g0459100",""
"Os08g0467300",19.0647268133634,2.43556550900914,0.555435703637701,4.38496389961603,1.16005015138803e-05,4.02895466791999e-05,"","Os08g0467300",""
"Os08g0467500",156.162900999757,3.39296056330383,0.260027203484072,13.0484830734707,6.48252890139529e-39,1.94924294405183e-37,"","OsEnS-122",""
"Os08g0468400",46.6645780779862,2.31385611925865,0.347688376032701,6.65497117177432,2.83355587201679e-11,1.81319767151239e-10,"","Os08g0468400",""
"Os08g0470200",48.0019112442015,2.7881211175974,0.442832129291493,6.29611298091275,3.05201959140832e-10,1.78012922354811e-09,"","OsalphaCA6",""
"Os08g0472000",655.773848525607,1.33762514676376,0.160475072867947,8.33540762972254,7.72316504997648e-17,7.68192936343907e-16,"","Os08g0472000",""
"Os08g0475400",65.2235398605005,1.04068078934291,0.259746209924397,4.0065292565609,6.16174960662574e-05,0.0001927160691787,"","Os08g0475400",""
"Os08g0476000",80.1427131236037,1.20611062300107,0.340661427689795,3.54049658976757,0.000399374796606268,0.00109935666431658,"","Os08g0476000",""
"Os08g0476100",119.481491842227,2.14743635449805,0.281742413011133,7.62198467581517,2.49804698231835e-14,2.05833422284342e-13,"","Os08g0476100",""
"Os08g0476300",167.331839639251,1.96535042659558,0.252272150551263,7.79059607769195,6.66938033680656e-15,5.73178066614833e-14,"","EIP11",""
"Os08g0480200",1175.79695371486,4.34414308155693,0.180579472779912,24.0566827152692,7.10625623296796e-128,2.20089638355309e-125,"","2ODD19",""
"Os08g0481000",75.3001810554591,2.62360060611963,0.386106034031616,6.79502617124289,1.08292868108591e-11,7.18386182898676e-11,"","OSJNBb0092C08.13-2",""
"Os08g0481700",56.9977115922198,1.82771089767692,0.306859589209424,5.95617983581917,2.58202199647157e-09,1.37698577284925e-08,"","Os08g0481700",""
"Os08g0482300",205.804729422107,3.6417518739528,0.31136722149137,11.6960027343589,1.33599762317855e-31,2.95290036659188e-30,"","OsAGP1",""
"Os08g0483100",129.418227034292,1.4900687684466,0.336900149194478,4.42287951492253,9.73940605917614e-06,3.41368317906645e-05,"","Os08g0483100",""
"Os08g0484301",23.138708247533,1.96123852668319,0.39715973950255,4.93816047200474,7.88629370538222e-07,3.18758073635e-06,"","Os08g0484301",""
"Os08g0484400",11.6619396736006,2.26798127911497,0.6700908242606,3.38458787525935,0.000712851968764375,0.00188217532289801,"","Os08g0484400",""
"Os08g0485400",361.827165020678,1.37238431521086,0.172382417115291,7.96127782738422,1.70271579274354e-15,1.52911160553848e-14,"","P0481F05.4-1","P0419H09.34-1"
"Os08g0486200",2444.04980721817,1.16347849578177,0.167777616650773,6.93464670083814,4.07237612183567e-12,2.81689735261648e-11,"","Os08g0486200",""
