"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order"
"query_1",TRUE,1.29410411543396e-18,350,2472,120,0.0485436893203883,0.342857142857143,"GO:0009526","GO:CC","plastid envelope",16760,587
"query_1",TRUE,1.29410411543396e-18,234,2472,92,0.0372168284789644,0.393162393162393,"GO:0009579","GO:CC","thylakoid",16760,621
"query_1",TRUE,7.1645021175106e-18,197,2472,81,0.0327669902912621,0.411167512690355,"GO:0034357","GO:CC","photosynthetic membrane",16760,1435
"query_1",TRUE,1.01275798406368e-17,299,2472,106,0.0428802588996764,0.354515050167224,"GO:0042170","GO:CC","plastid membrane",16760,1741
"query_1",TRUE,1.3878274639816e-17,1134,2472,277,0.11205501618123,0.244268077601411,"GO:0009536","GO:CC","plastid",16760,597
"query_1",TRUE,1.38690203184232e-15,178,2472,72,0.029126213592233,0.404494382022472,"GO:0009534","GO:CC","chloroplast thylakoid",16760,595
"query_1",TRUE,1.38690203184232e-15,178,2472,72,0.029126213592233,0.404494382022472,"GO:0031976","GO:CC","plastid thylakoid",16760,1194
"query_1",TRUE,5.27478099748051e-15,182,2472,72,0.029126213592233,0.395604395604396,"GO:0042651","GO:CC","thylakoid membrane",16760,1788
"query_1",TRUE,1.68074686634514e-14,151,2472,63,0.0254854368932039,0.417218543046358,"GO:0055035","GO:CC","plastid thylakoid membrane",16760,2188
"query_1",TRUE,1.68074686634514e-14,151,2472,63,0.0254854368932039,0.417218543046358,"GO:0009535","GO:CC","chloroplast thylakoid membrane",16760,596
"query_1",TRUE,1.65198547980214e-12,252,2472,84,0.0339805825242718,0.333333333333333,"GO:0031968","GO:CC","organelle outer membrane",16760,1188
"query_1",TRUE,1.98900933792723e-12,253,2472,84,0.0339805825242718,0.33201581027668,"GO:0019867","GO:CC","outer membrane",16760,801
"query_1",TRUE,5.06051387020493e-12,29,2472,22,0.00889967637540453,0.758620689655172,"GO:0009522","GO:CC","photosystem I",16760,583
"query_1",TRUE,7.1730652602526e-12,86,2472,41,0.0165857605177994,0.476744186046512,"GO:0009521","GO:CC","photosystem",16760,582
"query_1",TRUE,4.92110869286632e-09,72,2472,33,0.0133495145631068,0.458333333333333,"GO:0009523","GO:CC","photosystem II",16760,584
"query_1",TRUE,1.54472057117004e-06,188,2472,56,0.0226537216828479,0.297872340425532,"GO:0009941","GO:CC","chloroplast envelope",16760,640
"query_1",TRUE,9.08502995128393e-06,146,2472,45,0.0182038834951456,0.308219178082192,"GO:0031969","GO:CC","chloroplast membrane",16760,1189
"query_1",TRUE,0.00069102400341191,711,2472,143,0.0578478964401294,0.20112517580872,"GO:0031967","GO:CC","organelle envelope",16760,1187
"query_1",TRUE,0.00100411564858171,5,2472,5,0.00202265372168285,1,"GO:0009538","GO:CC","photosystem I reaction center",16760,599
"query_1",TRUE,0.0147794922511643,146,2472,36,0.0145631067961165,0.246575342465753,"GO:0009532","GO:CC","plastid stroma",16760,593
"query_1",TRUE,0.0195056080714996,138,2472,34,0.0137540453074434,0.246376811594203,"GO:0009570","GO:CC","chloroplast stroma",16760,613
"query_1",TRUE,0.0227026206695986,55,2472,17,0.00687702265372168,0.309090909090909,"GO:0009707","GO:CC","chloroplast outer membrane",16760,627
"query_1",TRUE,0.0228134660027093,29,2472,11,0.00444983818770227,0.379310344827586,"GO:0009654","GO:CC","photosystem II oxygen evolving complex",16760,622
"query_1",TRUE,0.0431880461617398,16627,2472,2463,0.996359223300971,0.148132555482047,"GO:0110165","GO:CC","cellular anatomical structure",16760,3366
"query_1",TRUE,0.0463303305226881,59,2472,17,0.00687702265372168,0.288135593220339,"GO:0009527","GO:CC","plastid outer membrane",16760,588
"query_1",TRUE,4.44841879094041e-13,1291,2815,309,0.109769094138544,0.239349341595662,"GO:0022857","GO:MF","transmembrane transporter activity",18049,3516
"query_1",TRUE,1.85626758895276e-12,1326,2815,312,0.110834813499112,0.235294117647059,"GO:0005215","GO:MF","transporter activity",18049,1319
"query_1",TRUE,6.82019701128795e-11,9681,2815,1687,0.599289520426288,0.174258857556038,"GO:0003824","GO:MF","catalytic activity",18049,356
"query_1",TRUE,1.95289625040568e-10,1683,2815,368,0.130728241563055,0.21865715983363,"GO:0016301","GO:MF","kinase activity",18049,2682
"query_1",TRUE,2.63749649555947e-10,1379,2815,311,0.110479573712256,0.225525743292241,"GO:0004672","GO:MF","protein kinase activity",18049,942
"query_1",TRUE,5.99920250886117e-10,1531,2815,337,0.119715808170515,0.220117570215545,"GO:0016773","GO:MF","phosphotransferase activity, alcohol group as acceptor",18049,2882
"query_1",TRUE,3.15873234999607e-08,1653,2815,350,0.124333925399645,0.211736237144586,"GO:0016491","GO:MF","oxidoreductase activity",18049,2729
"query_1",TRUE,1.00266466513757e-07,1884,2815,388,0.137833037300178,0.205944798301486,"GO:0016772","GO:MF","transferase activity, transferring phosphorus-containing groups",18049,2881
"query_1",TRUE,3.67539669303993e-07,287,2815,84,0.0298401420959147,0.292682926829268,"GO:0015291","GO:MF","secondary active transmembrane transporter activity",18049,2388
"query_1",TRUE,3.67539669303993e-07,938,2815,213,0.0756660746003552,0.227078891257996,"GO:0004674","GO:MF","protein serine/threonine kinase activity",18049,944
"query_1",TRUE,1.29479415208449e-05,4152,2815,756,0.268561278863233,0.182080924855491,"GO:0016740","GO:MF","transferase activity",18049,2855
"query_1",TRUE,1.59652596558196e-05,505,2815,123,0.0436944937833037,0.243564356435644,"GO:0022804","GO:MF","active transmembrane transporter activity",18049,3490
"query_1",TRUE,4.62654693980376e-05,22,2815,14,0.00497335701598579,0.636363636363636,"GO:0016168","GO:MF","chlorophyll binding",18049,2640
"query_1",TRUE,5.29596247258301e-05,325,2815,85,0.0301953818827709,0.261538461538462,"GO:0005509","GO:MF","calcium ion binding",18049,1454
"query_1",TRUE,5.98296659700583e-05,193,2815,57,0.0202486678507993,0.295336787564767,"GO:0046873","GO:MF","metal ion transmembrane transporter activity",18049,5628
"query_1",TRUE,0.000106301462368693,351,2815,89,0.0316163410301954,0.253561253561254,"GO:0008194","GO:MF","UDP-glycosyltransferase activity",18049,1567
"query_1",TRUE,0.000134966827397887,33,2815,17,0.00603907637655417,0.515151515151515,"GO:0046910","GO:MF","pectinesterase inhibitor activity",18049,5635
"query_1",TRUE,0.000135499825211949,144,2815,45,0.0159857904085258,0.3125,"GO:0030247","GO:MF","polysaccharide binding",18049,3581
"query_1",TRUE,0.000158545869174505,106,2815,36,0.0127886323268206,0.339622641509434,"GO:0015293","GO:MF","symporter activity",18049,2390
"query_1",TRUE,0.000316087465863198,1030,2815,213,0.0756660746003552,0.206796116504854,"GO:0003700","GO:MF","DNA-binding transcription factor activity",18049,326
"query_1",TRUE,0.00053006035544805,184,2815,52,0.0184724689165187,0.282608695652174,"GO:0038023","GO:MF","signaling receptor activity",18049,4947
"query_1",TRUE,0.000867023389600411,192,2815,53,0.0188277087033748,0.276041666666667,"GO:0060089","GO:MF","molecular transducer activity",18049,7657
"query_1",TRUE,0.00475068941892267,118,2815,35,0.0124333925399645,0.296610169491525,"GO:0016830","GO:MF","carbon-carbon lyase activity",18049,2925
"query_1",TRUE,0.00606655285163871,35,2815,15,0.00532859680284192,0.428571428571429,"GO:0043178","GO:MF","alcohol binding",18049,5162
"query_1",TRUE,0.0067817476020195,72,2815,24,0.00852575488454707,0.333333333333333,"GO:0046915","GO:MF","transition metal ion transmembrane transporter activity",18049,5639
"query_1",TRUE,0.0067817476020195,744,2815,153,0.0543516873889876,0.205645161290323,"GO:0043565","GO:MF","sequence-specific DNA binding",18049,5209
"query_1",TRUE,0.0067817476020195,410,2815,92,0.0326820603907638,0.224390243902439,"GO:0015075","GO:MF","monoatomic ion transmembrane transporter activity",18049,2233
"query_1",TRUE,0.0067817476020195,51,2815,19,0.00674955595026643,0.372549019607843,"GO:0030599","GO:MF","pectinesterase activity",18049,3687
"query_1",TRUE,0.0067817476020195,98,2815,30,0.0106571936056838,0.306122448979592,"GO:0016709","GO:MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",18049,2831
"query_1",TRUE,0.0116599307823872,2994,2815,531,0.188632326820604,0.177354709418838,"GO:0030554","GO:MF","adenyl nucleotide binding",18049,3665
"query_1",TRUE,0.0116599307823872,2708,2815,484,0.171936056838366,0.178729689807976,"GO:0005524","GO:MF","ATP binding",18049,1463
"query_1",TRUE,0.012167093074275,359,2815,81,0.0287744227353464,0.225626740947075,"GO:0030246","GO:MF","carbohydrate binding",18049,3580
"query_1",TRUE,0.0123879261195725,34,2815,14,0.00497335701598579,0.411764705882353,"GO:0035673","GO:MF","oligopeptide transmembrane transporter activity",18049,4812
