"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os11g0216100",6260.21563837229,-4.65844076679986,0.212415529720742,-21.9307918442885,1.32108437821821e-106,2.53740369295446e-104
"Os01g0603300",758.467891018615,-3.87773286854484,0.177239009535214,-21.8785518984431,4.1583851321465e-106,7.92556218609183e-104
"Os10g0450800",425.702514796158,5.5905928831494,0.256912035184516,21.7607278659958,5.46736698301278e-105,1.03408360105426e-102
"Os01g0372100",467.555170897281,6.40988741156869,0.294745286528681,21.7472092159987,7.34118494408603e-105,1.37797378302742e-102
"Os02g0680700",3269.77718450633,-2.69441839453551,0.124027305316173,-21.724396798486,1.20660004167621e-104,2.2478142280159e-102
"Os09g0532700",4442.59339811293,-3.52965048783346,0.163253778564067,-21.6206357909707,1.1488380819314e-103,2.12423590716525e-101
"Os03g0765200",2946.46708176927,-2.22457037369864,0.103302199784865,-21.5345885986115,7.38473381324899e-103,1.35534481252496e-100
"Os12g0586100",2845.8580903667,5.25215218378675,0.243961287825797,21.5286295239477,8.3980447864376e-103,1.52998790936444e-100
"Os01g0916600",3148.54814920237,4.52578302846772,0.210522539590408,21.4978549910763,1.63051869200292e-102,2.94885851326688e-100
"Os03g0284600",3080.49668887975,-2.67806102616973,0.124714459788225,-21.4735406841941,2.75229423553007e-102,4.9415648024441e-100
"Os03g0196600",513.249186908567,-5.04105856888868,0.23488185338595,-21.4621031647148,3.52015122541993e-102,6.27473287138343e-100
"Os12g0190200",5534.49943408643,-3.42230105556168,0.159622016024672,-21.4400315244277,5.65753733726374e-102,1.00126287575274e-99
"Os01g0619900",925.301515547317,-6.34607137629858,0.296667262209683,-21.3912088884725,1.61323352862063e-101,2.83482887508038e-99
"Os03g0109800",799.525243731897,-5.86035529189264,0.273989481406515,-21.3889791017112,1.69221734810172e-101,2.95268093196594e-99
"Os07g0691100",404.860963463,-7.10850485964523,0.332592129228815,-21.3730399337104,2.38113548430692e-101,4.12569188074633e-99
"Os04g0532400",1828.43865082224,-5.6617193243801,0.265316934612661,-21.3394570257858,4.88587350514913e-101,8.40675609979722e-99
"Os03g0381500",746.228494143232,3.95557433630275,0.185483166204888,21.3257861467242,6.54447924540428e-101,1.11829353285091e-98
"Os02g0649300",1832.72150280079,7.55852329036849,0.354496589633818,21.3218505096936,7.11872333364557e-101,1.20808635642285e-98
"Os12g0628100",1015.06998885618,-3.88101766987722,0.182156588687978,-21.3059417604989,9.99963890137446e-101,1.68544934053983e-98
"Os04g0404800",3294.94192998896,-3.95385363028823,0.186200795260124,-21.2343541538835,4.5997124838885e-100,7.70047812252063e-98
"Os12g0601800",1980.05661834471,-4.05782869803679,0.191243574829954,-21.2181177937342,6.4973355078306e-100,1.08043276427865e-97
"Os08g0247700",916.819586410187,-5.94340672465831,0.281085670788032,-21.1444671227665,3.10273912124316e-99,5.12510448046945e-97
"Os12g0155100",617.299595143057,-5.11674185557439,0.242595760223538,-21.0916375902843,9.49184184998831e-99,1.5574792418355e-96
"Os10g0562100",3737.46447501841,-2.31257626275084,0.109678411027944,-21.0850635150215,1.09067235001086e-98,1.77786768527757e-96
"Os04g0571200",494.67039406213,4.36351029530678,0.207440004576582,21.0350472379394,3.13460839438315e-98,5.07622171160989e-96
"Os09g0487900",1305.09960955244,-2.38729301414447,0.113706892633783,-20.9951477773054,7.26367148710287e-98,1.1686492755581e-95
"Os04g0565400",801.141325174835,-3.39643581757678,0.16232492706861,-20.9236860839075,3.25922660694483e-97,5.20992629937239e-95
"Os02g0823900",427.156051509415,-4.27426877561076,0.204558321299209,-20.8951107364572,5.93189486313322e-97,9.42144609127256e-95
"Os03g0232600",1824.31267642213,-3.42397813865448,0.163971140048888,-20.8815901239304,7.87278078140443e-97,1.24244515554686e-94
"Os05g0113000",5604.5069205944,-3.54879913062653,0.169986721018678,-20.8769197344338,8.68110012697674e-97,1.36133935345635e-94
"Os02g0824500",584.417072869948,6.23009561282858,0.29929368284054,20.8159943561118,3.10046076269782e-96,4.83145385643799e-94
"Os12g0484600",928.521980741691,-6.84486300241153,0.329089294828096,-20.7994094915395,4.38170126715729e-96,6.78533826852226e-94
"Os01g0309800",1656.6369581894,-3.41920607843485,0.164535990516984,-20.7809006873904,6.44383699996989e-96,9.91670492846297e-94
"Os07g0103100",2479.14610692648,-3.10881502225046,0.149632306990411,-20.7763623028928,7.08261369048102e-96,1.08324641610524e-93
"Os06g0705600",272.790896576064,-3.83616270253554,0.184709801848024,-20.768593026221,8.32616057883899e-96,1.26562748872327e-93
"Os01g0705200",1702.1370588433,9.36087885305987,0.45203183419648,20.7084504782711,2.90656389511206e-95,4.3912154651946e-93
"Os01g0826900",4953.41383259979,-3.87384888177939,0.187251497523309,-20.6879460672787,4.44758842177847e-95,6.67866050463062e-93
"Os07g0529600",84510.5542063334,4.04546407748169,0.195603615885727,20.6819493553998,5.03640362409557e-95,7.51728750567566e-93
"Os05g0582300",4315.40671951057,-4.04485987682158,0.195918231987014,-20.645653218684,1.06808967282369e-94,1.58467412117082e-92
"Os04g0386700",685.382201068041,8.11989859632789,0.393476166076772,20.6363162406731,1.29569388903431e-94,1.91091711241685e-92
"Os01g0164600",1827.03747766458,-2.86421437705547,0.138870184141183,-20.6251211861543,1.63321181342555e-94,2.3944431420855e-92
"Os06g0157500",601.193867913023,-8.63539052026842,0.419317268305614,-20.5939301168361,3.11082524558092e-94,4.53393630057402e-92
"Os10g0578950",279.31944060062,-5.00647341046747,0.243411085197548,-20.5679762135907,5.31375791110673e-94,7.69935554172465e-92
"Os06g0638200",5401.19047429365,-2.91076473295945,0.141627430478733,-20.5522667686647,7.34520622598502e-94,1.05809403872809e-91
"Os05g0113400",5310.40392397101,-4.47885686951289,0.218459611918081,-20.5019904145596,2.06665168532827e-93,2.95985137614905e-91
"Os03g0265900",4162.79745292173,4.59911666804531,0.224397614522894,20.49539019309,2.36681724534227e-93,3.37026614297963e-91
